Date,Product Name,Category,Units Sold,Price,Discount,Location,Platform
2022-06-06,Whey Protein,Protein,339,20.88,0.03,USA,iHerb
2022-06-06,Vitamin C,Vitamin,135,44.01,0.07,Canada,iHerb
2022-06-06,Fish Oil,Omega,987,20.63,0.09,USA,iHerb
2022-06-06,Multivitamin,Vitamin,38,52.66,0.05,Canada,Amazon
2022-06-06,Pre-Workout,Performance,326,29.67,0.02,USA,Amazon
2022-06-06,BCAA,Amino Acid,1143,20.35,0.08,Canada,iHerb
2022-06-06,Creatine,Performance,143,48.27,0.21,UK,iHerb
2022-06-06,Zinc,Mineral,106,59.12,0.17,Canada,Amazon
2022-06-06,Collagen Peptides,Protein,790,26.07,0.25,USA,Walmart
2022-06-06,Magnesium,Mineral,205,31.63,0.12,UK,Walmart
2022-06-06,Ashwagandha,Herbal,1870,12.73,0.21,USA,iHerb
2022-06-06,Melatonin,Sleep Aid,161,39.58,0.0,USA,Amazon
2022-06-06,Biotin,Vitamin,1418,19.59,0.16,UK,Walmart
2022-06-06,Green Tea Extract,Fat Burner,474,39.01,0.17,UK,iHerb
2022-06-06,Iron Supplement,Mineral,1546,13.93,0.11,UK,iHerb
2022-06-06,Electrolyte Powder,Hydration,1718,15.04,0.15,UK,Walmart
2022-06-13,Whey Protein,Protein,146,34.32,0.03,Canada,iHerb
2022-06-13,Vitamin C,Vitamin,452,36.55,0.17,UK,iHerb
2022-06-13,Fish Oil,Omega,117,48.93,0.06,USA,Amazon
2022-06-13,Multivitamin,Vitamin,125,48.96,0.18,Canada,iHerb
2022-06-13,Pre-Workout,Performance,88,58.37,0.2,USA,Amazon
2022-06-13,BCAA,Amino Acid,479,27.24,0.01,Canada,Amazon
2022-06-13,Creatine,Performance,130,50.1,0.23,UK,iHerb
2022-06-13,Zinc,Mineral,811,23.18,0.05,USA,Walmart
2022-06-13,Collagen Peptides,Protein,81,54.07,0.16,USA,Walmart
2022-06-13,Magnesium,Mineral,857,11.57,0.17,Canada,Walmart
2022-06-13,Ashwagandha,Herbal,705,23.87,0.12,UK,Amazon
2022-06-13,Melatonin,Sleep Aid,432,32.56,0.15,UK,iHerb
2022-06-13,Biotin,Vitamin,937,23.05,0.07,UK,Walmart
2022-06-13,Green Tea Extract,Fat Burner,1600,16.77,0.04,UK,iHerb
2022-06-13,Iron Supplement,Mineral,55,57.03,0.05,USA,iHerb
2022-06-13,Electrolyte Powder,Hydration,102,55.73,0.14,Canada,Amazon
2022-06-20,Whey Protein,Protein,842,13.21,0.13,Canada,Amazon
2022-06-20,Vitamin C,Vitamin,90,50.53,0.1,USA,Amazon
2022-06-20,Fish Oil,Omega,263,48.2,0.25,USA,Amazon
2022-06-20,Multivitamin,Vitamin,752,20.2,0.17,UK,Amazon
2022-06-20,Pre-Workout,Performance,553,24.25,0.11,UK,Walmart
2022-06-20,BCAA,Amino Acid,3139,10.39,0.13,UK,Amazon
2022-06-20,Creatine,Performance,130,43.45,0.16,Canada,Walmart
2022-06-20,Zinc,Mineral,141,47.92,0.08,Canada,Amazon
2022-06-20,Collagen Peptides,Protein,99,39.14,0.01,UK,Walmart
2022-06-20,Magnesium,Mineral,90,48.17,0.19,UK,Walmart
2022-06-20,Ashwagandha,Herbal,343,29.87,0.05,USA,Walmart
2022-06-20,Melatonin,Sleep Aid,1303,18.65,0.17,USA,iHerb
2022-06-20,Biotin,Vitamin,595,35.75,0.2,UK,iHerb
2022-06-20,Green Tea Extract,Fat Burner,239,51.8,0.23,Canada,Walmart
2022-06-20,Iron Supplement,Mineral,206,47.73,0.18,Canada,Amazon
2022-06-20,Electrolyte Powder,Hydration,102,49.86,0.11,USA,Amazon
2022-06-27,Whey Protein,Protein,91,43.09,0.14,USA,iHerb
2022-06-27,Vitamin C,Vitamin,203,47.19,0.18,USA,iHerb
2022-06-27,Fish Oil,Omega,160,55.19,0.23,USA,Amazon
2022-06-27,Multivitamin,Vitamin,76,51.43,0.14,USA,iHerb
2022-06-27,Pre-Workout,Performance,129,41.42,0.04,USA,Walmart
2022-06-27,BCAA,Amino Acid,550,39.43,0.23,UK,Walmart
2022-06-27,Creatine,Performance,109,34.4,0.05,USA,Walmart
2022-06-27,Zinc,Mineral,99,47.5,0.04,UK,Walmart
2022-06-27,Collagen Peptides,Protein,214,42.83,0.21,UK,iHerb
2022-06-27,Magnesium,Mineral,219,26.27,0.04,USA,Amazon
2022-06-27,Ashwagandha,Herbal,111,48.08,0.14,Canada,Amazon
2022-06-27,Melatonin,Sleep Aid,721,27.96,0.18,UK,Amazon
2022-06-27,Biotin,Vitamin,461,33.39,0.1,Canada,Walmart
2022-06-27,Green Tea Extract,Fat Burner,593,34.07,0.17,Canada,Amazon
2022-06-27,Iron Supplement,Mineral,448,37.14,0.2,USA,Amazon
2022-06-27,Electrolyte Powder,Hydration,1321,18.72,0.2,UK,Walmart
2022-07-04,Whey Protein,Protein,53,51.19,0.12,USA,Amazon
2022-07-04,Vitamin C,Vitamin,1953,12.9,0.17,UK,Amazon
2022-07-04,Fish Oil,Omega,750,21.85,0.08,UK,Amazon
2022-07-04,Multivitamin,Vitamin,144,39.62,0.07,USA,iHerb
2022-07-04,Pre-Workout,Performance,1103,17.34,0.14,USA,Amazon
2022-07-04,BCAA,Amino Acid,1709,19.78,0.19,UK,Walmart
2022-07-04,Creatine,Performance,219,27.62,0.04,Canada,iHerb
2022-07-04,Zinc,Mineral,421,42.83,0.23,USA,Walmart
2022-07-04,Collagen Peptides,Protein,78,52.7,0.14,UK,Amazon
2022-07-04,Magnesium,Mineral,452,23.92,0.24,USA,Amazon
2022-07-04,Ashwagandha,Herbal,552,21.25,0.1,Canada,iHerb
2022-07-04,Melatonin,Sleep Aid,1389,20.39,0.2,USA,Amazon
2022-07-04,Biotin,Vitamin,1120,26.71,0.24,Canada,Walmart
2022-07-04,Green Tea Extract,Fat Burner,106,48.95,0.09,Canada,iHerb
2022-07-04,Iron Supplement,Mineral,262,45.64,0.22,USA,Amazon
2022-07-04,Electrolyte Powder,Hydration,223,43.32,0.14,USA,Walmart
2022-07-11,Whey Protein,Protein,137,37.65,0.12,Canada,Walmart
2022-07-11,Vitamin C,Vitamin,944,25.54,0.24,USA,Walmart
2022-07-11,Fish Oil,Omega,1696,18.37,0.24,USA,Walmart
2022-07-11,Multivitamin,Vitamin,99,53.7,0.22,USA,iHerb
2022-07-11,Pre-Workout,Performance,1668,11.95,0.21,Canada,Walmart
2022-07-11,BCAA,Amino Acid,223,50.66,0.2,USA,Walmart
2022-07-11,Creatine,Performance,17,59.81,0.03,Canada,iHerb
2022-07-11,Zinc,Mineral,155,40.65,0.01,Canada,Walmart
2022-07-11,Collagen Peptides,Protein,472,31.32,0.23,UK,Walmart
2022-07-11,Magnesium,Mineral,165,35.97,0.16,Canada,iHerb
2022-07-11,Ashwagandha,Herbal,206,36.69,0.08,Canada,Walmart
2022-07-11,Melatonin,Sleep Aid,1206,12.83,0.04,USA,iHerb
2022-07-11,Biotin,Vitamin,2483,10.92,0.19,UK,Amazon
2022-07-11,Green Tea Extract,Fat Burner,1473,20.8,0.22,USA,Amazon
2022-07-11,Iron Supplement,Mineral,183,40.79,0.07,USA,Amazon
2022-07-11,Electrolyte Powder,Hydration,28,59.91,0.0,Canada,Amazon
2022-07-18,Whey Protein,Protein,692,13.04,0.06,Canada,Walmart
2022-07-18,Vitamin C,Vitamin,850,21.88,0.13,UK,Amazon
2022-07-18,Fish Oil,Omega,77,59.11,0.18,Canada,iHerb
2022-07-18,Multivitamin,Vitamin,69,46.39,0.05,UK,Amazon
2022-07-18,Pre-Workout,Performance,718,27.2,0.23,UK,Amazon
2022-07-18,BCAA,Amino Acid,1551,15.51,0.1,Canada,iHerb
2022-07-18,Creatine,Performance,208,28.32,0.01,USA,Amazon
2022-07-18,Zinc,Mineral,347,44.46,0.25,Canada,Walmart
2022-07-18,Collagen Peptides,Protein,208,38.28,0.16,UK,iHerb
2022-07-18,Magnesium,Mineral,124,37.0,0.1,Canada,Walmart
2022-07-18,Ashwagandha,Herbal,72,57.66,0.17,USA,Walmart
2022-07-18,Melatonin,Sleep Aid,799,22.74,0.08,USA,iHerb
2022-07-18,Biotin,Vitamin,2028,12.12,0.17,UK,Walmart
2022-07-18,Green Tea Extract,Fat Burner,117,51.38,0.11,UK,iHerb
2022-07-18,Iron Supplement,Mineral,1022,18.85,0.14,UK,Amazon
2022-07-18,Electrolyte Powder,Hydration,699,30.37,0.25,UK,iHerb
2022-07-25,Whey Protein,Protein,40,51.04,0.07,UK,Amazon
2022-07-25,Vitamin C,Vitamin,53,58.7,0.09,UK,iHerb
2022-07-25,Fish Oil,Omega,99,55.73,0.17,Canada,Walmart
2022-07-25,Multivitamin,Vitamin,358,37.21,0.24,Canada,Amazon
2022-07-25,Pre-Workout,Performance,159,51.97,0.24,UK,Walmart
2022-07-25,BCAA,Amino Acid,137,45.09,0.06,USA,Walmart
2022-07-25,Creatine,Performance,549,19.63,0.09,Canada,iHerb
2022-07-25,Zinc,Mineral,39,59.88,0.04,USA,iHerb
2022-07-25,Collagen Peptides,Protein,465,20.24,0.08,UK,Amazon
2022-07-25,Magnesium,Mineral,72,41.75,0.1,UK,Walmart
2022-07-25,Ashwagandha,Herbal,619,21.15,0.13,UK,Amazon
2022-07-25,Melatonin,Sleep Aid,257,36.1,0.08,USA,iHerb
2022-07-25,Biotin,Vitamin,114,42.74,0.01,Canada,iHerb
2022-07-25,Green Tea Extract,Fat Burner,1622,11.12,0.04,Canada,Walmart
2022-07-25,Iron Supplement,Mineral,124,43.41,0.05,USA,Amazon
2022-07-25,Electrolyte Powder,Hydration,114,59.75,0.23,Canada,Amazon
2022-08-01,Whey Protein,Protein,21,57.65,0.07,UK,Amazon
2022-08-01,Vitamin C,Vitamin,229,46.34,0.24,USA,iHerb
2022-08-01,Fish Oil,Omega,468,23.14,0.01,Canada,iHerb
2022-08-01,Multivitamin,Vitamin,839,13.12,0.04,USA,Walmart
2022-08-01,Pre-Workout,Performance,271,36.88,0.15,USA,Walmart
2022-08-01,BCAA,Amino Acid,1628,12.56,0.1,UK,Walmart
2022-08-01,Creatine,Performance,143,36.61,0.11,USA,Amazon
2022-08-01,Zinc,Mineral,205,46.71,0.19,Canada,Walmart
2022-08-01,Collagen Peptides,Protein,563,14.66,0.01,Canada,Amazon
2022-08-01,Magnesium,Mineral,25,52.46,0.06,USA,Walmart
2022-08-01,Ashwagandha,Herbal,1299,13.63,0.14,Canada,iHerb
2022-08-01,Melatonin,Sleep Aid,636,19.3,0.0,Canada,Walmart
2022-08-01,Biotin,Vitamin,585,35.23,0.23,UK,iHerb
2022-08-01,Green Tea Extract,Fat Burner,153,52.77,0.17,UK,Walmart
2022-08-01,Iron Supplement,Mineral,2097,11.61,0.12,USA,Walmart
2022-08-01,Electrolyte Powder,Hydration,387,28.02,0.11,UK,iHerb
2022-08-08,Whey Protein,Protein,242,30.59,0.18,USA,iHerb
2022-08-08,Vitamin C,Vitamin,509,31.62,0.21,Canada,Walmart
2022-08-08,Fish Oil,Omega,783,21.85,0.17,Canada,Amazon
2022-08-08,Multivitamin,Vitamin,593,15.02,0.04,Canada,Walmart
2022-08-08,Pre-Workout,Performance,323,26.8,0.04,UK,Amazon
2022-08-08,BCAA,Amino Acid,341,32.07,0.08,Canada,Amazon
2022-08-08,Creatine,Performance,602,14.74,0.09,USA,Amazon
2022-08-08,Zinc,Mineral,758,26.27,0.17,UK,Walmart
2022-08-08,Collagen Peptides,Protein,1248,11.07,0.18,Canada,Walmart
2022-08-08,Magnesium,Mineral,184,26.34,0.04,USA,Amazon
2022-08-08,Ashwagandha,Herbal,272,36.98,0.17,USA,Amazon
2022-08-08,Melatonin,Sleep Aid,1424,13.23,0.16,USA,iHerb
2022-08-08,Biotin,Vitamin,96,53.95,0.1,UK,iHerb
2022-08-08,Green Tea Extract,Fat Burner,1461,15.71,0.14,USA,iHerb
2022-08-08,Iron Supplement,Mineral,69,58.56,0.18,Canada,iHerb
2022-08-08,Electrolyte Powder,Hydration,736,20.67,0.13,Canada,Amazon
2022-08-15,Whey Protein,Protein,171,37.05,0.23,Canada,Walmart
2022-08-15,Vitamin C,Vitamin,247,32.98,0.05,USA,iHerb
2022-08-15,Fish Oil,Omega,802,19.88,0.12,USA,Amazon
2022-08-15,Multivitamin,Vitamin,363,26.95,0.14,Canada,Walmart
2022-08-15,Pre-Workout,Performance,244,34.67,0.07,Canada,Amazon
2022-08-15,BCAA,Amino Acid,775,25.56,0.13,UK,Walmart
2022-08-15,Creatine,Performance,36,52.82,0.08,UK,Walmart
2022-08-15,Zinc,Mineral,1342,12.22,0.08,UK,Walmart
2022-08-15,Collagen Peptides,Protein,105,37.0,0.05,USA,Amazon
2022-08-15,Magnesium,Mineral,409,23.04,0.22,USA,iHerb
2022-08-15,Ashwagandha,Herbal,511,22.87,0.1,Canada,Walmart
2022-08-15,Melatonin,Sleep Aid,100,41.06,0.04,Canada,Walmart
2022-08-15,Biotin,Vitamin,66,52.64,0.06,USA,Amazon
2022-08-15,Green Tea Extract,Fat Burner,422,38.36,0.22,Canada,Walmart
2022-08-15,Iron Supplement,Mineral,1006,14.19,0.04,USA,iHerb
2022-08-15,Electrolyte Powder,Hydration,565,25.43,0.15,USA,iHerb
2022-08-22,Whey Protein,Protein,565,13.19,0.08,USA,iHerb
2022-08-22,Vitamin C,Vitamin,924,18.83,0.14,Canada,Amazon
2022-08-22,Fish Oil,Omega,64,59.4,0.16,Canada,Walmart
2022-08-22,Multivitamin,Vitamin,417,27.24,0.16,UK,Walmart
2022-08-22,Pre-Workout,Performance,824,16.08,0.05,Canada,Amazon
2022-08-22,BCAA,Amino Acid,257,32.97,0.02,USA,Walmart
2022-08-22,Creatine,Performance,21,56.67,0.06,Canada,Walmart
2022-08-22,Zinc,Mineral,100,49.85,0.09,Canada,Amazon
2022-08-22,Collagen Peptides,Protein,1033,15.4,0.23,Canada,Walmart
2022-08-22,Magnesium,Mineral,18,58.0,0.08,UK,Walmart
2022-08-22,Ashwagandha,Herbal,486,28.91,0.19,UK,iHerb
2022-08-22,Melatonin,Sleep Aid,68,54.42,0.1,Canada,Walmart
2022-08-22,Biotin,Vitamin,158,49.23,0.15,Canada,Walmart
2022-08-22,Green Tea Extract,Fat Burner,59,51.64,0.0,USA,Walmart
2022-08-22,Iron Supplement,Mineral,178,42.89,0.15,Canada,Walmart
2022-08-22,Electrolyte Powder,Hydration,239,32.12,0.04,Canada,Walmart
2022-08-29,Whey Protein,Protein,95,33.56,0.01,USA,iHerb
2022-08-29,Vitamin C,Vitamin,102,53.24,0.17,UK,iHerb
2022-08-29,Fish Oil,Omega,188,49.05,0.25,Canada,Walmart
2022-08-29,Multivitamin,Vitamin,294,31.88,0.21,Canada,Walmart
2022-08-29,Pre-Workout,Performance,97,45.61,0.09,Canada,Amazon
2022-08-29,BCAA,Amino Acid,112,45.45,0.06,Canada,Walmart
2022-08-29,Creatine,Performance,738,16.05,0.23,Canada,iHerb
2022-08-29,Zinc,Mineral,211,39.63,0.12,USA,Amazon
2022-08-29,Collagen Peptides,Protein,824,12.32,0.14,UK,Walmart
2022-08-29,Magnesium,Mineral,258,23.49,0.1,Canada,Amazon
2022-08-29,Ashwagandha,Herbal,286,37.91,0.22,UK,iHerb
2022-08-29,Melatonin,Sleep Aid,1643,14.16,0.23,USA,Amazon
2022-08-29,Biotin,Vitamin,342,33.03,0.06,UK,Amazon
2022-08-29,Green Tea Extract,Fat Burner,663,25.21,0.12,UK,Amazon
2022-08-29,Iron Supplement,Mineral,247,39.13,0.14,Canada,Amazon
2022-08-29,Electrolyte Powder,Hydration,301,36.91,0.2,Canada,Walmart
2022-09-05,Whey Protein,Protein,447,19.45,0.19,UK,iHerb
2022-09-05,Vitamin C,Vitamin,588,27.82,0.15,USA,Walmart
2022-09-05,Fish Oil,Omega,607,21.34,0.11,Canada,iHerb
2022-09-05,Multivitamin,Vitamin,1154,11.49,0.23,UK,iHerb
2022-09-05,Pre-Workout,Performance,447,25.73,0.12,USA,Walmart
2022-09-05,BCAA,Amino Acid,1001,16.66,0.05,UK,Walmart
2022-09-05,Creatine,Performance,16,57.21,0.04,UK,iHerb
2022-09-05,Zinc,Mineral,616,31.1,0.23,USA,iHerb
2022-09-05,Collagen Peptides,Protein,122,37.75,0.06,UK,Amazon
2022-09-05,Magnesium,Mineral,315,19.92,0.12,UK,Amazon
2022-09-05,Ashwagandha,Herbal,468,21.42,0.11,UK,iHerb
2022-09-05,Melatonin,Sleep Aid,1050,16.68,0.12,UK,iHerb
2022-09-05,Biotin,Vitamin,1336,10.89,0.01,USA,Walmart
2022-09-05,Green Tea Extract,Fat Burner,199,40.11,0.11,UK,Amazon
2022-09-05,Iron Supplement,Mineral,127,54.64,0.25,Canada,Walmart
2022-09-05,Electrolyte Powder,Hydration,179,43.05,0.17,USA,iHerb
2022-09-12,Whey Protein,Protein,116,40.64,0.17,USA,Walmart
2022-09-12,Vitamin C,Vitamin,296,37.87,0.16,UK,iHerb
2022-09-12,Fish Oil,Omega,272,35.99,0.17,UK,Amazon
2022-09-12,Multivitamin,Vitamin,172,38.0,0.15,USA,iHerb
2022-09-12,Pre-Workout,Performance,503,20.09,0.02,Canada,Amazon
2022-09-12,BCAA,Amino Acid,134,44.39,0.12,UK,Amazon
2022-09-12,Creatine,Performance,68,54.8,0.22,Canada,iHerb
2022-09-12,Zinc,Mineral,65,54.44,0.11,UK,Amazon
2022-09-12,Collagen Peptides,Protein,57,52.18,0.13,UK,Walmart
2022-09-12,Magnesium,Mineral,16,59.19,0.07,UK,Amazon
2022-09-12,Ashwagandha,Herbal,60,48.15,0.04,USA,Amazon
2022-09-12,Melatonin,Sleep Aid,460,24.59,0.06,UK,Walmart
2022-09-12,Biotin,Vitamin,100,47.08,0.12,UK,Walmart
2022-09-12,Green Tea Extract,Fat Burner,1046,22.35,0.24,USA,Walmart
2022-09-12,Iron Supplement,Mineral,62,49.27,0.03,UK,iHerb
2022-09-12,Electrolyte Powder,Hydration,75,49.35,0.08,Canada,Amazon
2022-09-19,Whey Protein,Protein,299,21.08,0.05,Canada,Walmart
2022-09-19,Vitamin C,Vitamin,722,20.6,0.09,USA,Amazon
2022-09-19,Fish Oil,Omega,111,55.48,0.21,UK,Amazon
2022-09-19,Multivitamin,Vitamin,884,14.04,0.16,UK,iHerb
2022-09-19,Pre-Workout,Performance,45,59.64,0.17,USA,Amazon
2022-09-19,BCAA,Amino Acid,568,23.85,0.06,Canada,Walmart
2022-09-19,Creatine,Performance,362,26.41,0.21,UK,Walmart
2022-09-19,Zinc,Mineral,177,34.08,0.01,USA,Walmart
2022-09-19,Collagen Peptides,Protein,850,14.33,0.15,USA,Walmart
2022-09-19,Magnesium,Mineral,62,50.71,0.19,USA,Amazon
2022-09-19,Ashwagandha,Herbal,102,49.53,0.17,USA,iHerb
2022-09-19,Melatonin,Sleep Aid,579,21.13,0.18,USA,Walmart
2022-09-19,Biotin,Vitamin,520,22.54,0.06,Canada,Amazon
2022-09-19,Green Tea Extract,Fat Burner,213,52.61,0.24,Canada,Walmart
2022-09-19,Iron Supplement,Mineral,31,54.73,0.0,UK,Amazon
2022-09-19,Electrolyte Powder,Hydration,730,16.36,0.1,UK,Amazon
2022-09-26,Whey Protein,Protein,26,50.29,0.0,Canada,iHerb
2022-09-26,Vitamin C,Vitamin,515,22.71,0.06,UK,iHerb
2022-09-26,Fish Oil,Omega,742,18.78,0.06,USA,iHerb
2022-09-26,Multivitamin,Vitamin,472,22.08,0.12,Canada,Amazon
2022-09-26,Pre-Workout,Performance,237,44.38,0.25,UK,Amazon
2022-09-26,BCAA,Amino Acid,109,51.58,0.12,Canada,Walmart
2022-09-26,Creatine,Performance,238,23.95,0.04,USA,Amazon
2022-09-26,Zinc,Mineral,456,32.81,0.13,Canada,Walmart
2022-09-26,Collagen Peptides,Protein,18,59.25,0.02,UK,iHerb
2022-09-26,Magnesium,Mineral,28,53.79,0.13,Canada,Amazon
2022-09-26,Ashwagandha,Herbal,623,25.29,0.22,UK,Walmart
2022-09-26,Melatonin,Sleep Aid,750,22.86,0.15,Canada,Walmart
2022-09-26,Biotin,Vitamin,336,42.16,0.22,USA,Walmart
2022-09-26,Green Tea Extract,Fat Burner,619,27.3,0.17,USA,Walmart
2022-09-26,Iron Supplement,Mineral,112,42.73,0.03,Canada,iHerb
2022-09-26,Electrolyte Powder,Hydration,1314,10.67,0.05,UK,Walmart
2022-10-03,Whey Protein,Protein,519,24.61,0.23,UK,Amazon
2022-10-03,Vitamin C,Vitamin,1304,16.14,0.24,Canada,iHerb
2022-10-03,Fish Oil,Omega,249,40.93,0.21,USA,Amazon
2022-10-03,Multivitamin,Vitamin,1147,11.81,0.21,USA,Walmart
2022-10-03,Pre-Workout,Performance,261,39.01,0.22,UK,Walmart
2022-10-03,BCAA,Amino Acid,238,46.82,0.23,UK,Amazon
2022-10-03,Creatine,Performance,183,22.32,0.04,Canada,iHerb
2022-10-03,Zinc,Mineral,1869,11.8,0.21,Canada,Walmart
2022-10-03,Collagen Peptides,Protein,1128,13.51,0.25,UK,Walmart
2022-10-03,Magnesium,Mineral,41,48.17,0.11,Canada,iHerb
2022-10-03,Ashwagandha,Herbal,866,14.67,0.05,USA,Walmart
2022-10-03,Melatonin,Sleep Aid,349,31.37,0.13,UK,Walmart
2022-10-03,Biotin,Vitamin,177,42.33,0.09,USA,Walmart
2022-10-03,Green Tea Extract,Fat Burner,1959,11.75,0.19,Canada,iHerb
2022-10-03,Iron Supplement,Mineral,904,20.21,0.14,USA,Amazon
2022-10-03,Electrolyte Powder,Hydration,860,19.76,0.15,UK,Amazon
2022-10-10,Whey Protein,Protein,305,22.93,0.07,Canada,iHerb
2022-10-10,Vitamin C,Vitamin,418,24.19,0.03,USA,iHerb
2022-10-10,Fish Oil,Omega,742,19.47,0.09,UK,Amazon
2022-10-10,Multivitamin,Vitamin,179,34.9,0.1,USA,Amazon
2022-10-10,Pre-Workout,Performance,131,42.6,0.12,UK,Amazon
2022-10-10,BCAA,Amino Acid,264,39.82,0.13,UK,iHerb
2022-10-10,Creatine,Performance,301,23.27,0.05,Canada,iHerb
2022-10-10,Zinc,Mineral,593,23.8,0.09,Canada,Walmart
2022-10-10,Collagen Peptides,Protein,55,42.87,0.0,Canada,Walmart
2022-10-10,Magnesium,Mineral,76,50.74,0.22,Canada,Walmart
2022-10-10,Ashwagandha,Herbal,466,24.44,0.1,USA,iHerb
2022-10-10,Melatonin,Sleep Aid,999,17.64,0.16,UK,iHerb
2022-10-10,Biotin,Vitamin,852,13.89,0.05,UK,Amazon
2022-10-10,Green Tea Extract,Fat Burner,181,39.43,0.06,UK,Amazon
2022-10-10,Iron Supplement,Mineral,500,30.3,0.25,UK,iHerb
2022-10-10,Electrolyte Powder,Hydration,158,54.01,0.24,Canada,Amazon
2022-10-17,Whey Protein,Protein,82,37.28,0.04,USA,Walmart
2022-10-17,Vitamin C,Vitamin,219,41.62,0.15,Canada,iHerb
2022-10-17,Fish Oil,Omega,923,19.36,0.2,USA,Amazon
2022-10-17,Multivitamin,Vitamin,250,32.75,0.19,USA,Walmart
2022-10-17,Pre-Workout,Performance,510,31.01,0.24,USA,iHerb
2022-10-17,BCAA,Amino Acid,88,58.73,0.17,USA,Amazon
2022-10-17,Creatine,Performance,240,24.52,0.08,USA,Amazon
2022-10-17,Zinc,Mineral,991,22.47,0.2,UK,iHerb
2022-10-17,Collagen Peptides,Protein,717,19.35,0.14,USA,Walmart
2022-10-17,Magnesium,Mineral,828,13.17,0.25,USA,Walmart
2022-10-17,Ashwagandha,Herbal,123,42.3,0.09,Canada,Walmart
2022-10-17,Melatonin,Sleep Aid,1248,15.7,0.16,Canada,iHerb
2022-10-17,Biotin,Vitamin,141,45.24,0.08,UK,iHerb
2022-10-17,Green Tea Extract,Fat Burner,214,38.39,0.09,Canada,Walmart
2022-10-17,Iron Supplement,Mineral,256,35.57,0.16,USA,Amazon
2022-10-17,Electrolyte Powder,Hydration,982,17.83,0.16,Canada,Amazon
2022-10-24,Whey Protein,Protein,100,47.83,0.21,USA,Amazon
2022-10-24,Vitamin C,Vitamin,1092,10.77,0.03,Canada,iHerb
2022-10-24,Fish Oil,Omega,267,34.82,0.12,USA,Walmart
2022-10-24,Multivitamin,Vitamin,391,27.62,0.19,UK,iHerb
2022-10-24,Pre-Workout,Performance,109,56.61,0.22,USA,Walmart
2022-10-24,BCAA,Amino Acid,615,22.89,0.02,USA,Amazon
2022-10-24,Creatine,Performance,116,38.09,0.11,Canada,Walmart
2022-10-24,Zinc,Mineral,1578,13.06,0.12,USA,Walmart
2022-10-24,Collagen Peptides,Protein,738,17.68,0.19,UK,Amazon
2022-10-24,Magnesium,Mineral,47,54.42,0.19,Canada,Walmart
2022-10-24,Ashwagandha,Herbal,339,32.9,0.22,USA,iHerb
2022-10-24,Melatonin,Sleep Aid,50,53.67,0.1,USA,Walmart
2022-10-24,Biotin,Vitamin,777,22.49,0.12,UK,Walmart
2022-10-24,Green Tea Extract,Fat Burner,305,36.97,0.13,Canada,iHerb
2022-10-24,Iron Supplement,Mineral,1238,20.25,0.22,Canada,Amazon
2022-10-24,Electrolyte Powder,Hydration,1244,18.77,0.2,Canada,iHerb
2022-10-31,Whey Protein,Protein,38,47.93,0.02,Canada,Amazon
2022-10-31,Vitamin C,Vitamin,23,59.78,0.02,Canada,Walmart
2022-10-31,Fish Oil,Omega,159,50.86,0.23,Canada,iHerb
2022-10-31,Multivitamin,Vitamin,870,14.1,0.11,USA,Walmart
2022-10-31,Pre-Workout,Performance,93,46.48,0.05,Canada,iHerb
2022-10-31,BCAA,Amino Acid,384,31.12,0.04,USA,Walmart
2022-10-31,Creatine,Performance,485,19.35,0.12,Canada,Amazon
2022-10-31,Zinc,Mineral,246,41.83,0.17,UK,iHerb
2022-10-31,Collagen Peptides,Protein,951,13.49,0.21,USA,Walmart
2022-10-31,Magnesium,Mineral,616,10.63,0.05,Canada,Amazon
2022-10-31,Ashwagandha,Herbal,33,50.68,0.0,USA,Walmart
2022-10-31,Melatonin,Sleep Aid,94,42.49,0.02,Canada,Walmart
2022-10-31,Biotin,Vitamin,896,17.29,0.05,USA,Amazon
2022-10-31,Green Tea Extract,Fat Burner,648,29.76,0.16,Canada,Amazon
2022-10-31,Iron Supplement,Mineral,747,16.33,0.01,Canada,Amazon
2022-10-31,Electrolyte Powder,Hydration,1232,11.11,0.16,USA,Walmart
2022-11-07,Whey Protein,Protein,234,24.84,0.04,Canada,iHerb
2022-11-07,Vitamin C,Vitamin,586,22.03,0.08,Canada,Walmart
2022-11-07,Fish Oil,Omega,400,26.23,0.05,Canada,Amazon
2022-11-07,Multivitamin,Vitamin,194,31.18,0.05,UK,Walmart
2022-11-07,Pre-Workout,Performance,484,23.58,0.09,Canada,Amazon
2022-11-07,BCAA,Amino Acid,1031,26.44,0.22,Canada,iHerb
2022-11-07,Creatine,Performance,559,13.78,0.12,UK,Amazon
2022-11-07,Zinc,Mineral,468,36.16,0.23,USA,Amazon
2022-11-07,Collagen Peptides,Protein,260,25.23,0.01,UK,iHerb
2022-11-07,Magnesium,Mineral,527,17.46,0.21,UK,iHerb
2022-11-07,Ashwagandha,Herbal,264,28.3,0.08,Canada,iHerb
2022-11-07,Melatonin,Sleep Aid,198,41.54,0.13,Canada,Walmart
2022-11-07,Biotin,Vitamin,75,48.67,0.01,UK,iHerb
2022-11-07,Green Tea Extract,Fat Burner,129,49.46,0.13,USA,Walmart
2022-11-07,Iron Supplement,Mineral,285,37.73,0.2,USA,iHerb
2022-11-07,Electrolyte Powder,Hydration,257,41.41,0.18,UK,Walmart
2022-11-14,Whey Protein,Protein,27,57.55,0.13,USA,Amazon
